"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"OIIM","O2Micro International Limited","1.7","56734936.4","33373492","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oiim",
"OCLR","Oclaro, Inc.","7.4","1269907243.8","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/oclr",
"OKTA","Okta, Inc.","54.62","5963573821.4","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/okta",
"OMCL","Omnicell, Inc.","70.41","2790082924.71","n/a","2001","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/omcl",
"OMC","Omnicom Group Inc.","75.7","16964799597.5","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/omc",
"ON","ON Semiconductor Corporation","16.83","7084237005.45","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/on",
"OTIV","On Track Innovations Ltd","0.84","34687276.68","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/otiv",
"OSS","One Stop Systems, Inc.","3.005","38401526.05","n/a","2018","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/oss",
"OSPN","OneSpan Inc.","16.1","648127718","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/ospn",
"OOMA","Ooma, Inc.","15.15","299970000","n/a","2015","Technology","EDP Services","https://www.nasdaq.com/symbol/ooma",
"OTEX","Open Text Corporation","32.44","8704676422.76","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/otex",
"ORCL","Oracle Corporation","49.22","186476770038.32","n/a","1986","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/orcl",
"OSIS","OSI Systems, Inc.","73.6","1336069852.8","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/osis",
"PFIN","P & F Industries, Inc.","8.1649","30218090.7775","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pfin",
"PAGS","PagSeguro Digital Ltd.","22.31","7030648865.58","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/pags",
"PANW","Palo Alto Networks, Inc.","177.35","16726721089.85","n/a","2012","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/panw",
"TEUM","Pareteum Corporation","2.15","207811163.25","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/teum",
"PCYG","Park City Group, Inc.","8.85","175268940","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/pcyg",
"PKE","Park Electrochemical Corporation","17.84","361743606.72","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/pke",
"PAYC","Paycom Software, Inc.","122.59","7185447721.27","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/payc",
"PCTY","Paylocity Holding Corporation","61.49","3246586036.98","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/pcty",
"PCTI","PC-Tel, Inc.","4.7","86077261.7","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pcti",
"PDFS","PDF Solutions, Inc.","8.41","270304262.56","n/a","2001","Technology","EDP Services","https://www.nasdaq.com/symbol/pdfs",
"PEGA","Pegasystems Inc.","51.05","4017668233.55","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/pega",
"PNR","Pentair plc.","41.84","7263467095.2","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/pnr",
"PRFT","Perficient, Inc.","25.15","834521917.9","n/a","1999","Technology","EDP Services","https://www.nasdaq.com/symbol/prft",
"PERI","Perion Network Ltd","2.91","25074498.06","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PRSP","Perspecta Inc.","22.8","3778656175.2","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/prsp",
"PLAB","Photronics, Inc.","9.36","640114497.36","n/a","1987","Technology","Semiconductors","https://www.nasdaq.com/symbol/plab",
"PVTL","Pivotal Software, Inc.","17.81","4584034615.16","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/pvtl",
"PXLW","Pixelworks, Inc.","3.85","138269566.05","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/pxlw",
"PLXS","Plexus Corp.","57.24","1822407120","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/plxs",
"PS","Pluralsight, Inc.","20.22","2731223981.4","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ps",
"PNTR","Pointer Telocation Ltd.","12.5","101649850","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"POWI","Power Integrations, Inc.","56.17","1647437565.64","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/powi",
"PSDO","Presidio, Inc.","13.42","1104768902.82","n/a","2017","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/psdo",
"IPDN","Professional Diversity Network, Inc.","2.4","11619369.6","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ipdn",
"PRGS","Progress Software Corporation","32.29","1449905180.03","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","89.1","4869129850.2","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/pfpt",
"PRO","PROS Holdings, Inc.","30.37","1128244011.87","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/pro",
"PTC","PTC Inc.","84.11","9910657160.43","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ptc",
"PSTG","Pure Storage, Inc. ","19.28","4553443434.56","n/a","2015","Technology","Electronic Components","https://www.nasdaq.com/symbol/pstg",
"QTWO","Q2 Holdings, Inc.","52.44","2274581538.96","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qtwo",
"QADA","QAD Inc.","40.83","793548361.92","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","30.41","596676860.34","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qadb",
"QRVO","Qorvo, Inc.","63.8","7968941105.4","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","54.49","66050739311.14","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/qcom",
"QBAK","Qualstar Corporation","5.58","11428498.44","n/a","2000","Technology","Electronic Components","https://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","72.15","2841206971.2","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","15.95","596446900.5","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/qtna",
"QTM","Quantum Corporation","2.76","95906919.84","n/a","n/a","Technology","Electronic Components","https://www.nasdaq.com/symbol/qtm",
"QRHC","Quest Resource Holding Corporation.","2.14","32770639.62","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","1.04","98364388.72","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/quik",
"QUMU","Qumu Corporation","2.49","23725723.47","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qumu",
"RDCM","Radcom Ltd.","8.75","119361593.75","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","1.51","59827006.34","n/a","1995","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rsys",
"RMBS","Rambus, Inc.","8.39","910322861.43","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/rmbs",
"RPD","Rapid7, Inc.","32.34","1530479827.8","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rpd",
"RCMT","RCM Technologies, Inc.","3.91","48035237.57","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rcmt",
"RNWK","RealNetworks, Inc.","2.2","82841103.4","n/a","1997","Technology","EDP Services","https://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","49.48","4646746710.2","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rp",
"RHT","Red Hat, Inc.","172.88","30520721338.56","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/rht",
"RDVT","Red Violet, Inc.","6","61599678","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rdvt",
"SOL","Renesola Ltd.","1.6312","62153124.24","n/a","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"RENN","Renren Inc.","1.4","96314204","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"RCII","Rent-A-Center Inc.","14.42","771682276.82","n/a","1995","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/rcii",
"RESN","Resonant Inc.","2.92","78787769.96","n/a","2014","Technology","Semiconductors","https://www.nasdaq.com/symbol/resn",
"RXN","Rexnord Corporation","28.49","2981833570.87","n/a","2012","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rxn",
"RBBN","Ribbon Communications Inc. ","6.63","706223661.78","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rbbn",
"RNG","Ringcentral, Inc.","75.45","6061119568.5","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/rng",
"RHI","Robert Half International Inc.","62.76","7623773008.32","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rhi",
"RST","Rosetta Stone","17.65","403512888","n/a","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rst",
"RBCN","Rubicon Technology, Inc.","7.77","21300545.91","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/rbcn",
"RMBL","RumbleOn, Inc.","5.66","87380727.06","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rmbl",
"SABR","Sabre Corporation","24.9","6855288595.5","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sabr",
"SFET","Safe-T Group Ltd.","7.5","4088010","545068","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sfet",
"SAIL","SailPoint Technologies Holdings, Inc.","24.3","2133260841.6","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sail",
"CRM","Salesforce.com Inc","130.5","98749350000","n/a","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crm",
"SANM","Sanmina Corporation","24.7","1678630549.7","n/a","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/sanm",
"SAP","SAP SE","101.42","124594470000","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","11.25","561267731.25","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spns",
"SCSC","ScanSource, Inc.","40.34","1033013165.76","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/scsc",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","69.49","2942520764.29","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","20.955","1921708010.145","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sgms",
"SEAC","SeaChange International, Inc.","1.71","61131014.01","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
"STX","Seagate Technology PLC","41.89","11988978195.93","n/a","2002","Technology","Electronic Components","https://www.nasdaq.com/symbol/stx",
"SCWX","SecureWorks Corp.","16.59","1357004183.85","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/scwx",
"SMI","Semiconductor  Manufacturing International Corporation","3.98","4010955445","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"LEDS","SemiLEDS Corporation","4.5","16005555","n/a","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds",
"SMTC","Semtech Corporation","44.68","2958802400.36","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/smtc",
"SEND","SendGrid, Inc.","40.21","1904229071.42","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/send",
"SQNS","Sequans Communications S.A.","1.1","104045440.4","n/a","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/sqns",
"NOW","ServiceNow, Inc.","172.37","30905941000","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/now",
"SGOC","SGOCO Group, Ltd","0.8949","22232922.447","n/a","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"SEII","Sharing Economy International Inc.","2.41","17787766.56","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/seii",
"SHSP","SharpSpring, Inc.","13.04","111009611.28","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp",
"PIXY","ShiftPixy, Inc.","3.77","108771236.99","n/a","2017","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/pixy",
"SHOP","Shopify Inc.","135.54","12820146455.7","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shop",
"SSTI","ShotSpotter, Inc.","36.06","388449534.66","n/a","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssti",
"SSTK","Shutterstock, Inc.","37.5","1313885362.5","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/sstk",
"SWIR","Sierra Wireless, Inc.","15.925","574063333.025","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/swir",
"SIFY","Sify Technologies Limited","1.25","31871168.75","25496935","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify",
"SGMA","SigmaTron International, Inc.","4.23","17892933.84","n/a","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/sgma",
"SILC","Silicom Ltd","40.83","308332522.11","n/a","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","80.86","3488979138.84","n/a","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","35.26","1270785068.16","36040416","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/simo",
"SLP","Simulations Plus, Inc.","20.67","358936286.28","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","61.1","4366845594.8","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sina",
"SWKS","Skyworks Solutions, Inc.","72.84","13037015737.8","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/swks",
"SGH","SMART Global Holdings, Inc.","28.75","649909505","n/a","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/sgh",
"SMAR","Smartsheet Inc.","25","2568898600","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smar",
"SMSI","Smith Micro Software, Inc.","2.06","51555885.74","n/a","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","3.98","91863486.44","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/smtx",
"SNAP","Snap Inc.","6.65","8611211456.4","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/snap",
"SRAX","Social Reality, Inc.","2.9","29795238","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/srax",
"SCKT","Socket Mobile, Inc.","1.93","11354400.37","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/sckt",
"SOGO","Sogou Inc.","6.04","2398884524.48","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/sogo",
"SOHU","Sohu.com Limited ","17.95","709618032.1","39533038","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sohu",
"SEDG","SolarEdge Technologies, Inc.","35.19","1609997572.35","n/a","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/sedg",
"SWI","SolarWinds Corporation","14.7","0","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/swi",
"SOFO","Sonic Foundry, Inc.","1.5065","7407255.616","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sofo",
"SPA","Sparton Corporation","13.92","136899344.16","n/a","n/a","Technology","Electrical Products","https://www.nasdaq.com/symbol/spa",
"ANY","Sphere 3D Corp.","1.71","3304116.72","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/any",
"SPI","SPI Energy Co., Ltd.","0.271","19649320.307","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spi",
"SPLK","Splunk Inc.","96.36","14128861124.4","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/splk",
"SPSC","SPS Commerce, Inc.","91.33","1613310109.92","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spsc",
"SPXC","SPX Corporation","29.47","1278764096.61","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/spxc",
"FLOW","SPX FLOW, Inc.","36.8","1565912459.2","n/a","2015","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/flow",
"SQ","Square, Inc.","69.83","28874537687.32","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sq",
"SSNC","SS&C Technologies Holdings, Inc.","48.03","11550349115.16","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssnc",
"STAF","Staffing 360 Solutions, Inc.","1.8807","9238707.4239","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/staf",
"SXI","Standex International Corporation","78.39","1005652845.99","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sxi",
"SRT","StarTek, Inc.","6.07","224547868.13","n/a","1997","Technology","Professional Services","https://www.nasdaq.com/symbol/srt",
"STLR","Stellar Acquisition III Inc.","10.07","28372104.16","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/stlr",
"STLRU","Stellar Acquisition III Inc.","10.5","0","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.2461","0","n/a","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/stlrw",
"STM","STMicroelectronics N.V.","13.72","12383411992.28","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/stm",
"STNE","StoneCo Ltd.","25.01","6929598956.29","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/stne",
"SSYS","Stratasys, Ltd.","23.03","1239244300","n/a","1994","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/ssys",
"STRM","Streamline Health Solutions, Inc.","0.8609","17247654.5614","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/strm",
"WISA","Summit Wireless Technologies, Inc.","4.48","68411114.24","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/wisa",
"SPWR","SunPower Corporation","6.34","894479058.5","n/a","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/spwr",
"SPCB","SuperCom, Ltd.","1.64","24531675.96","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.88","5772744.92","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/scon",
"SPRT","support.com, Inc.","2.79","52768199.07","n/a","2000","Technology","EDP Services","https://www.nasdaq.com/symbol/sprt",
"SVMK","SVMK Inc.","11.5","0","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/svmk",
"SWCH","Switch, Inc.","9.34","2360201253.38","n/a","2017","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/swch",
"SYKE","Sykes Enterprises, Incorporated","28.78","1231248663.22","n/a","1996","Technology","EDP Services","https://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","21.83","13945007209.01","n/a","1989","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","1.575","61370254.575","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync",
"SYNA","Synaptics Incorporated","33.88","1172881556","n/a","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","5.93","252974197.31","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/sncr",
"SNX","Synnex Corporation","77.37","3958328272.14","n/a","2003","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/snx",
"SNPS","Synopsys, Inc.","89.74","13334296722.18","n/a","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/snps",
"DATA","Tableau Software, Inc.","110.9","9267671681.6","n/a","2013","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/data",
"TSM","Taiwan Semiconductor Manufacturing Company Ltd.","37.06","192193160000","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsm",
"TTWO","Take-Two Interactive Software, Inc.","109.03","12415472337.25","n/a","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","41.3","1232106947.4","29833098","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd",
"TAOP","Taoping Inc.","1.44","58694634.72","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/taop",
"TECD","Tech Data Corporation","73.1","2803384634.5","n/a","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","3.64","6730451","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco",
"TLRA","Telaria, Inc.","3.31","157462469.33","n/a","2013","Technology","Advertising","https://www.nasdaq.com/symbol/tlra",
"TENB","Tenable Holdings, Inc.","28.47","2649553688.73","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tenb",
"TNC","Tennant Company","61.06","1106712500","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnc",
"TDC","Teradata Corporation","37.64","4449048000","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tdc",
"TXN","Texas Instruments Incorporated","93.47","89781976455.86","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn",
"TGH","Textainer Group Holdings Limited","11.68","667506078.24","n/a","2007","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/tgh",
"DSGX","The Descartes Systems Group Inc.","29.02","2230609705.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dsgx",
"KEYW","The KEYW Holding Corporation","9.23","460188823.12","n/a","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/keyw",
"MIDD","The Middleby Corporation","114.08","6370987200.96","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/midd",
"RUBI","The Rubicon Project, Inc.","4.41","223815283.65","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/rubi",
"TSG","The Stars Group Inc.","16.76","4559981776.6","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/tsg",
"TTD","The Trade Desk, Inc.","110.93","4760748088.91","n/a","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ttd",
"ULTI","The Ultimate Software Group, Inc.","250.04","7818586773.76","n/a","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ulti",
"TISA","Top Image Systems, Ltd.","0.82","14966412.04","n/a","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa",
"TSEM","Tower Semiconductor Ltd.","14.33","1503343505.24","n/a","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",
"TACT","TransAct Technologies Incorporated","12.25","90377780.5","n/a","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact",
"TZOO","Travelzoo","8.85","107180765.85","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tzoo",
"TRT","Trio-Tech International","4.2","14922831","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/trt",
"TRIP","TripAdvisor, Inc.","62.67","8627552159.94","n/a","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/trip",
"TRTN","Triton International Limited","34.68","2770053382.2","n/a","2016","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/trtn",
"TRVG","trivago N.V.","6.81","211417144.62","31045102","2016","Technology","EDP Services","https://www.nasdaq.com/symbol/trvg",
"TBI","TrueBlue, Inc.","24.59","995532567.99","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/tbi",
"TRUE","TrueCar, Inc.","10.07","1047327228.3","n/a","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/true",
"TSRI","TSR, Inc.","5.1563","10116980.2906","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tsri",
"TTEC","TTEC Holdings, Inc.","29.49","1362233840.73","n/a","1996","Technology","Professional Services","https://www.nasdaq.com/symbol/ttec",
"TTMI","TTM Technologies, Inc.","11.97","1241017149.33","n/a","2000","Technology","Electrical Products","https://www.nasdaq.com/symbol/ttmi",
"TCX","Tucows Inc.","55.01","583962285.66","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/tcx",
"TWLO","Twilio Inc.","83.34","8238748797.18","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/twlo",
"TWIN","Twin Disc, Incorporated","18.54","242642472.48","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/twin",
"TWTR","Twitter, Inc.","32.01","24367621110.69","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/twtr",
"TYL","Tyler Technologies, Inc.","187.02","7260725524.14","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tyl",
"UBNT","Ubiquiti Networks, Inc.","105.96","7672627281.96","n/a","2011","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/ubnt",
"UCTT","Ultra Clean Holdings, Inc.","8.78","342544509.18","n/a","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/uctt",
"UIS","Unisys Corporation","15.37","784072591.97","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/uis",
"UMC","United Microelectronics Corporation","1.68","4095947088.24","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/umc",
"URI","United Rentals, Inc.","121.16","9826393681.52","n/a","1997","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/uri",
